Cod.,Tipo Movimiento,Cod.,A Sucursal Destino,Cod.,Desde Sucursal Envio,Partida,Serial,Docum.SAP,LOTE SAP,Nro.Pesada,Nro.Remito,Fecha Oper.,Fecha,Hora,Cod.,Especie,Cod.,Variedad,Estado,Fec.Cosec.,Cod.,Productor,Cod.,Origen,Cod.,Lote,Cod.,Color,Trazabil.,RENSPA,U.P.,Certif.,GG,UE,Peso,Bdjas.,Cam.
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425075,4,4900045508,0000002241,, 0012-00021735,23/03/2016,23/03/2016,23:00,1,LIMON,1,EUREKA,PROCESADO,22/03/2016,1,S.A. SAN MIGUEL AGICIF,5,MONTE GRANDE,20,LOTE 3E,2,PINTO,05L 01,23.005.0.10050/00,TU-0175-008,,SI,NO,2400,120,2
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425126,2,4900045509,0000002242,, 0001-00000614,23/03/2016,23/03/2016,23:00,1,LIMON,1,EUREKA,PROCESADO,22/03/2016,100837,ALTO DEL NARANJO S.A.,1,COCHAMOLLES I,1,LOTE 1,2,PINTO,A8C 01,23.004.9.00037/00,TU-0453-001,,NO,NO,800,40,2
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425125,2,4900045510,0000002243,, 0001-00000614,23/03/2016,23/03/2016,23:00,1,LIMON,1,EUREKA,PROCESADO,22/03/2016,100837,ALTO DEL NARANJO S.A.,1,COCHAMOLLES I,2,LOTE 2,2,PINTO,A8C 02,23.004.9.00037/00,TU-0453-002,,NO,NO,1600,80,2
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425147,5,4900045512,0000002244,, 0126-00001385,23/03/2016,23/03/2016,23:00,1,LIMON,1,EUREKA,PROCESADO,22/03/2016,1,S.A. SAN MIGUEL AGICIF,75,SAUCE H.ABAJO,8,LOTE 3,2,PINTO,75A 08,23.005.0.10052/00,TU-0099-002,,SI,NO,1600,80,2
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425131,2,4900045514,0000002245,, 0126-00001383,23/03/2016,23/03/2016,23:00,1,LIMON,1,EUREKA,PROCESADO,22/03/2016,1,S.A. SAN MIGUEL AGICIF,75,SAUCE H.ABAJO,4,LOTE 2,2,PINTO,75A 04,23.005.0.10052/00,TU-0099-002,,SI,NO,1600,80,2
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425089,4,4900045515,0000002246,, 0006-00000258,23/03/2016,23/03/2016,23:00,1,LIMON,1,EUREKA,PROCESADO,22/03/2016,4227,NOUGUES S.A.,1,NOUGUES HNOS.,2,LOTE 1,2,PINTO,N6L 0102,23.010.0.10006/00,TU-0259-001,,SI,NO,1600,80,2
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,424974,4,4900045523,0000002253,, 0001-00000525,23/03/2016,23/03/2016,23:00,1,LIMON,1,EUREKA,PROCESADO,22/03/2016,100837,ALTO DEL NARANJO S.A.,2,COCHAMOLLES II,1,LOTE 1,6,VERDE CLARO,A8N 01,23.004.9.00012/00,TU-0452-001,,NO,NO,5600,280,3
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425125,3,4900045524,0000002254,, 0001-00000614,23/03/2016,23/03/2016,23:00,1,LIMON,1,EUREKA,PROCESADO,22/03/2016,100837,ALTO DEL NARANJO S.A.,1,COCHAMOLLES I,2,LOTE 2,6,VERDE CLARO,A8C 02,23.004.9.00037/00,TU-0453-002,,NO,NO,8000,400,3
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425139,3,4900045467,0000002210,, 0006-00000265,23/03/2016,23/03/2016,23:00,1,LIMON,1,EUREKA,PROCESADO,22/03/2016,4227,NOUGUES S.A.,1,NOUGUES HNOS.,2,LOTE 1,1,VERDE,N6L 0102,23.010.0.10006/00,TU-0259-001,,SI,NO,7600,380,2
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425114,2,4900045465,0000002208,, 0028-00005334,23/03/2016,23/03/2016,23:30,1,LIMON,1,EUREKA,PROCESADO,22/03/2016,1,S.A. SAN MIGUEL AGICIF,17,ANGELINA,14,LOTE 4,8,VERDE NEGRO,17A 0401,23.001.9.10256/00,TU-0158-004,,SI,NO,9600,480,2
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425136,2,4900045131,0000002115,, 0001-00005528,24/03/2016,24/03/2016,08:19,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,4147,DON OCTAVIO S.R.L.,1,LAS TALITAS,36,LOTE 21,1,VERDE,D1C 21,23.015.0.10006/00,TU-0336-021,,SI,NO,15200,760,5
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425136,3,4900045132,0000002116,, 0001-00005528,24/03/2016,24/03/2016,08:20,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,4147,DON OCTAVIO S.R.L.,1,LAS TALITAS,36,LOTE 21,7,VERDE OSCURO,D1C 21,23.015.0.10006/00,TU-0336-021,,SI,NO,6400,320,5
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425136,4,4900045133,0000002117,, 0001-00005528,24/03/2016,24/03/2016,08:21,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,4147,DON OCTAVIO S.R.L.,1,LAS TALITAS,36,LOTE 21,8,VERDE NEGRO,D1C 21,23.015.0.10006/00,TU-0336-021,,SI,NO,2400,120,5
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425104,6,4900045145,0000002121,, 0001-00005527,24/03/2016,24/03/2016,08:52,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,4147,DON OCTAVIO S.R.L.,1,LAS TALITAS,42,LOTE 20,6,VERDE CLARO,D1C 2002,23.015.0.10006/00,TU-0336-020,,SI,NO,3200,160,5
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425137,2,4900045147,0000002123,, 0008-00013883,24/03/2016,24/03/2016,08:53,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,4,SANTA ISABEL,43,LOTE 8A,6,VERDE CLARO,04H 02,23.001.0.10076/00,TU-0163-021,,SI,NO,5600,280,5
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425137,3,4900045148,0000002124,, 0008-00013883,24/03/2016,24/03/2016,08:54,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,4,SANTA ISABEL,43,LOTE 8A,1,VERDE,04H 02,23.001.0.10076/00,TU-0163-021,,SI,NO,18400,920,5
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425138,2,4900045149,0000002125,, 0008-00013884,24/03/2016,24/03/2016,08:55,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,4,SANTA ISABEL,43,LOTE 8A,1,VERDE,04H 02,23.001.0.10076/00,TU-0163-021,,SI,NO,6400,320,5
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425138,3,4900045151,0000002126,, 0008-00013884,24/03/2016,24/03/2016,08:55,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,4,SANTA ISABEL,43,LOTE 8A,7,VERDE OSCURO,04H 02,23.001.0.10076/00,TU-0163-021,,SI,NO,8000,400,5
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425127,2,4900045173,0000002127,, 0008-00013882,24/03/2016,24/03/2016,09:19,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,4,SANTA ISABEL,91,LOTE 14C,6,VERDE CLARO,04N 0502,23.001.0.10076/00,TU-0163-045,,SI,NO,2400,120,5
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425127,3,4900045174,0000002128,, 0008-00013882,24/03/2016,24/03/2016,09:20,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,4,SANTA ISABEL,91,LOTE 14C,1,VERDE,04N 0502,23.001.0.10076/00,TU-0163-045,,SI,NO,3200,160,5
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425127,4,4900045175,0000002129,, 0008-00013882,24/03/2016,24/03/2016,09:21,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,4,SANTA ISABEL,91,LOTE 14C,1,VERDE,04N 0502,23.001.0.10076/00,TU-0163-045,,SI,NO,8800,440,5
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425127,5,4900045176,0000002130,, 0008-00013882,24/03/2016,24/03/2016,09:21,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,4,SANTA ISABEL,91,LOTE 14C,7,VERDE OSCURO,04N 0502,23.001.0.10076/00,TU-0163-045,,SI,NO,7200,360,5
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425112,2,4900045197,0000002138,, 0008-00013880,24/03/2016,24/03/2016,10:30,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,4,SANTA ISABEL,36,LOTE 14A,6,VERDE CLARO,04N 03,23.001.0.10076/00,TU-0163-047,,SI,NO,5600,280,5
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425112,3,4900045200,0000002139,, 0008-00013880,24/03/2016,24/03/2016,10:31,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,4,SANTA ISABEL,36,LOTE 14A,1,VERDE,04N 03,23.001.0.10076/00,TU-0163-047,,SI,NO,12800,640,5
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425117,2,4900045202,0000002140,, 0008-00013881,24/03/2016,24/03/2016,10:37,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,4,SANTA ISABEL,36,LOTE 14A,1,VERDE,04N 03,23.001.0.10076/00,TU-0163-047,,SI,NO,8000,400,5
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425117,3,4900045203,0000002141,, 0008-00013881,24/03/2016,24/03/2016,10:38,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,4,SANTA ISABEL,36,LOTE 14A,7,VERDE OSCURO,04N 03,23.001.0.10076/00,TU-0163-047,,SI,NO,8800,440,5
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425117,4,4900045205,0000002142,, 0008-00013881,24/03/2016,24/03/2016,10:38,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,4,SANTA ISABEL,36,LOTE 14A,8,VERDE NEGRO,04N 03,23.001.0.10076/00,TU-0163-047,,SI,NO,3200,160,5
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425140,2,4900045241,0000002151,, 0028-00005338,24/03/2016,24/03/2016,11:28,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,17,ANGELINA,21,LOTE 5B,6,VERDE CLARO,17A 0503,23.001.9.10256/00,TU-0158-007,,SI,NO,3200,160,5
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425140,3,4900045242,0000002152,, 0028-00005338,24/03/2016,24/03/2016,11:29,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,17,ANGELINA,21,LOTE 5B,1,VERDE,17A 0503,23.001.9.10256/00,TU-0158-007,,SI,NO,8800,440,5
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425140,4,4900045243,0000002153,, 0028-00005338,24/03/2016,24/03/2016,11:29,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,17,ANGELINA,21,LOTE 5B,7,VERDE OSCURO,17A 0503,23.001.9.10256/00,TU-0158-007,,SI,NO,4800,240,5
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425140,5,4900045246,0000002154,, 0028-00005338,24/03/2016,24/03/2016,11:30,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,17,ANGELINA,21,LOTE 5B,8,VERDE NEGRO,17A 0503,23.001.9.10256/00,TU-0158-007,,SI,NO,2400,120,5
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425150,2,4900045362,0000002174,, 0006-00000267,24/03/2016,24/03/2016,15:50,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,4227,NOUGUES S.A.,1,NOUGUES HNOS.,1,LOTE 1,6,VERDE CLARO,N6L 0101,23.010.0.10006/00,TU-0259-001,,SI,NO,6400,320,2
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425150,3,4900045426,0000002177,, 0006-00000267,24/03/2016,24/03/2016,18:25,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,4227,NOUGUES S.A.,1,NOUGUES HNOS.,1,LOTE 1,1,VERDE,N6L 0101,23.010.0.10006/00,TU-0259-001,,SI,NO,4800,240,2
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425042,4,4900045434,0000002180,, 0006-00000254,24/03/2016,24/03/2016,18:35,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,4227,NOUGUES S.A.,1,NOUGUES HNOS.,2,LOTE 1,6,VERDE CLARO,N6L 0102,23.010.0.10006/00,TU-0259-001,,SI,NO,2400,120,5
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425089,3,4900045435,0000002181,, 0006-00000258,24/03/2016,24/03/2016,18:35,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,4227,NOUGUES S.A.,1,NOUGUES HNOS.,2,LOTE 1,1,VERDE,N6L 0102,23.010.0.10006/00,TU-0259-001,,SI,NO,21600,1080,5
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425090,2,4900045436,0000002182,, 0006-00000256,24/03/2016,24/03/2016,18:36,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,4227,NOUGUES S.A.,1,NOUGUES HNOS.,2,LOTE 1,7,VERDE OSCURO,N6L 0102,23.010.0.10006/00,TU-0259-001,,SI,NO,8000,400,5
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425090,3,4900045437,0000002183,, 0006-00000256,24/03/2016,24/03/2016,18:37,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,4227,NOUGUES S.A.,1,NOUGUES HNOS.,2,LOTE 1,1,VERDE,N6L 0102,23.010.0.10006/00,TU-0259-001,,SI,NO,4800,240,5
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425042,5,4900045439,0000002184,, 0006-00000254,24/03/2016,24/03/2016,18:37,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,4227,NOUGUES S.A.,1,NOUGUES HNOS.,2,LOTE 1,6,VERDE CLARO,N6L 0102,23.010.0.10006/00,TU-0259-001,,SI,NO,1600,80,5
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425090,4,4900045440,0000002185,, 0006-00000256,24/03/2016,24/03/2016,18:38,1,LIMON,1,EUREKA,PROCESADO,24/03/2016,4227,NOUGUES S.A.,1,NOUGUES HNOS.,2,LOTE 1,1,VERDE,N6L 0102,23.010.0.10006/00,TU-0259-001,,SI,NO,6400,320,5
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425153,2,4900045441,0000002186,, 0027-00006672,24/03/2016,24/03/2016,18:45,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,15,LAS SALINAS,3,LOTE 3,8,VERDE NEGRO,15C 01,23.001.0.10070/00,TU-0155-007,,SI,NO,4000,200,2
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425152,2,4900045444,0000002188,, 0027-00006672,24/03/2016,24/03/2016,18:46,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,15,LAS SALINAS,14,LOTE 2A,2,PINTO,15B 02,23.001.0.10070/00,TU-0155-008,,SI,NO,1600,80,2
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425152,3,4900045445,0000002189,, 0027-00006672,24/03/2016,24/03/2016,18:48,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,15,LAS SALINAS,14,LOTE 2A,1,VERDE,15B 02,23.001.0.10070/00,TU-0155-008,,SI,NO,10400,520,2
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425152,4,4900045446,0000002190,, 0027-00006672,24/03/2016,24/03/2016,18:49,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,15,LAS SALINAS,14,LOTE 2A,8,VERDE NEGRO,15B 02,23.001.0.10070/00,TU-0155-008,,SI,NO,3200,160,2
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425149,2,4900045447,0000002191,, 0182-00000370,24/03/2016,24/03/2016,18:50,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,80,LULES,2,LOTE 2,2,PINTO,80A 02,23.010.0.00137/00,TU-0154-002,,SI,NO,1600,80,2
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425149,3,4900045448,0000002192,, 0182-00000370,24/03/2016,24/03/2016,18:51,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,80,LULES,2,LOTE 2,6,VERDE CLARO,80A 02,23.010.0.00137/00,TU-0154-002,,SI,NO,3200,160,2
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425149,4,4900045450,0000002193,, 0182-00000370,24/03/2016,24/03/2016,18:51,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,80,LULES,2,LOTE 2,1,VERDE,80A 02,23.010.0.00137/00,TU-0154-002,,SI,NO,7200,360,2
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425085,2,4900045451,0000002194,, 0182-00000369,24/03/2016,24/03/2016,18:51,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,80,LULES,2,LOTE 2,8,VERDE NEGRO,80A 02,23.010.0.00137/00,TU-0154-002,,SI,NO,2400,120,2
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425146,2,4900045452,0000002195,, 0126-00001386,24/03/2016,24/03/2016,18:52,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,75,SAUCE H.ABAJO,22,LOTE 1A,6,VERDE CLARO,75A 0102,23.005.0.10052/00,TU-0099-001,,SI,NO,2400,120,2
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425146,3,4900045453,0000002196,, 0126-00001386,24/03/2016,24/03/2016,18:52,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,75,SAUCE H.ABAJO,22,LOTE 1A,1,VERDE,75A 0102,23.005.0.10052/00,TU-0099-001,,SI,NO,5600,280,2
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425146,4,4900045454,0000002197,, 0126-00001386,24/03/2016,24/03/2016,18:52,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,75,SAUCE H.ABAJO,22,LOTE 1A,7,VERDE OSCURO,75A 0102,23.005.0.10052/00,TU-0099-001,,SI,NO,1600,80,2
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425146,5,4900045455,0000002198,, 0126-00001386,24/03/2016,24/03/2016,18:53,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,75,SAUCE H.ABAJO,22,LOTE 1A,8,VERDE NEGRO,75A 0102,23.005.0.10052/00,TU-0099-001,,SI,NO,2400,120,2
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425145,2,4900045456,0000002199,, 0126-00001386,24/03/2016,24/03/2016,18:53,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,75,SAUCE H.ABAJO,14,LOTE 5,6,VERDE CLARO,75B 01,23.005.0.10052/00,TU-0099-004,,SI,NO,1600,80,2
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425145,3,4900045457,0000002200,, 0126-00001386,24/03/2016,24/03/2016,18:54,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,75,SAUCE H.ABAJO,14,LOTE 5,1,VERDE,75B 01,23.005.0.10052/00,TU-0099-004,,SI,NO,2400,120,12
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425145,4,4900045458,0000002201,, 0126-00001386,24/03/2016,24/03/2016,18:54,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,75,SAUCE H.ABAJO,14,LOTE 5,7,VERDE OSCURO,75B 01,23.005.0.10052/00,TU-0099-004,,SI,NO,1600,80,2
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425145,5,4900045459,0000002202,, 0126-00001386,24/03/2016,24/03/2016,18:54,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,75,SAUCE H.ABAJO,14,LOTE 5,8,VERDE NEGRO,75B 01,23.005.0.10052/00,TU-0099-004,,SI,NO,1600,80,2
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425110,2,4900045460,0000002203,, 0126-00001384,24/03/2016,24/03/2016,18:54,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,75,SAUCE H.ABAJO,8,LOTE 3,6,VERDE CLARO,75A 08,23.005.0.10052/00,TU-0099-002,,SI,NO,8800,440,12
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425120,2,4900045461,0000002204,, 0126-00001382,24/03/2016,24/03/2016,18:55,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,75,SAUCE H.ABAJO,8,LOTE 3,1,VERDE,75A 08,23.005.0.10052/00,TU-0099-002,,SI,NO,8000,400,12
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425147,2,4900045462,0000002205,, 0126-00001385,24/03/2016,24/03/2016,18:55,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,75,SAUCE H.ABAJO,8,LOTE 3,7,VERDE OSCURO,75A 08,23.005.0.10052/00,TU-0099-002,,SI,NO,800,40,2
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425147,3,4900045463,0000002206,, 0126-00001385,24/03/2016,24/03/2016,18:56,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,75,SAUCE H.ABAJO,8,LOTE 3,8,VERDE NEGRO,75A 08,23.005.0.10052/00,TU-0099-002,,SI,NO,2400,120,2
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425124,4,4900045495,0000002233,, 0006-00000264,24/03/2016,24/03/2016,19:29,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,4227,NOUGUES S.A.,1,NOUGUES HNOS.,2,LOTE 1,6,VERDE CLARO,N6L 0102,23.010.0.10006/00,TU-0259-001,,SI,NO,7600,380,2
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425132,2,4900045516,0000002247,, 0126-00001383,24/03/2016,24/03/2016,19:45,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,75,SAUCE H.ABAJO,21,LOTE 1,1,VERDE,75A 0101,23.005.0.10052/00,TU-0099-001,,SI,NO,4800,240,12
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425111,2,4900045517,0000002248,, 0126-00001384,24/03/2016,24/03/2016,19:45,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,75,SAUCE H.ABAJO,4,LOTE 2,2,PINTO,75A 04,23.005.0.10052/00,TU-0099-002,,SI,NO,3200,160,12
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425148,2,4900045518,0000002249,, 0126-00001385,24/03/2016,24/03/2016,19:46,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,75,SAUCE H.ABAJO,4,LOTE 2,6,VERDE CLARO,75A 04,23.005.0.10052/00,TU-0099-002,,SI,NO,8800,440,12
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425148,3,4900045519,0000002250,, 0126-00001385,24/03/2016,24/03/2016,19:46,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,75,SAUCE H.ABAJO,4,LOTE 2,1,VERDE,75A 04,23.005.0.10052/00,TU-0099-002,,SI,NO,9600,480,12
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425111,3,4900045521,0000002251,, 0126-00001384,24/03/2016,24/03/2016,19:46,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,75,SAUCE H.ABAJO,4,LOTE 2,1,VERDE,75A 04,23.005.0.10052/00,TU-0099-002,,SI,NO,2400,120,1
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425121,2,4900045522,0000002252,, 0126-00001382,24/03/2016,24/03/2016,19:47,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,1,S.A. SAN MIGUEL AGICIF,75,SAUCE H.ABAJO,4,LOTE 2,8,VERDE NEGRO,75A 04,23.005.0.10052/00,TU-0099-002,,SI,NO,6400,320,2
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425085,3,4900045499,0000002236,, 0182-00000369,24/03/2016,24/03/2016,23:00,1,LIMON,1,EUREKA,PROCESADO,22/03/2016,1,S.A. SAN MIGUEL AGICIF,80,LULES,2,LOTE 2,1,VERDE,80A 02,23.010.0.00137/00,TU-0154-002,,SI,NO,9600,480,2
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425092,7,4900045497,0000002235,, 0006-00000260,24/03/2016,24/03/2016,23:00,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,4227,NOUGUES S.A.,1,NOUGUES HNOS.,2,LOTE 1,6,VERDE CLARO,N6L 0102,23.010.0.10006/00,TU-0259-001,,SI,NO,1600,80,2
5,INGRESO,106,CAMARAS,103,LINEA COLOR PACKING GRANDE,425139,5,4900045496,0000002234,, 0006-00000265,24/03/2016,24/03/2016,23:00,1,LIMON,1,EUREKA,PROCESADO,23/03/2016,4227,NOUGUES S.A.,1,NOUGUES HNOS.,2,LOTE 1,6,VERDE CLARO,N6L 0102,23.010.0.10006/00,TU-0259-001,,SI,NO,6000,300,2
